Time (min),1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,3,4,5,6,7,8,9
0.0,145.02754100429433,181.14120107357803,157.5916329697717,173.90949563873784,163.77968868179892,161.1168441549102,152.63750929106286,158.6650393660025,151.49684154741578,145.44934098775764,156.53769332866173,152.93819505942182,155.7655379341666,160.79827326783413,164.1404900226747,156.956505050778,153.9782198656495,145.08033020858758,155.59118952482777,155.2852712094154,171.27514270497986,162.9489768489061,152.71260685728393,159.56059575922387
10.0,146.81218273834352,175.42046765519592,156.93546095992164,170.2301152209108,164.780545399166,151.62623236146194,154.7014359135362,158.10046821678753,152.90371783221835,143.37214663474361,157.06723552817286,149.10590695417278,147.97907515836195,162.29213764192417,163.5291823912883,159.98733790629697,150.6885544741984,151.86419286827902,159.27845224911283,161.81721563503584,174.8853366022208,163.73869394928042,158.91414484105152,158.32917249079256
20.0,148.19606942585935,178.77475237593632,152.42363206892898,169.34808173799192,161.9357087948314,146.61569278437133,150.3910243071532,150.6604457346023,154.4568115813014,144.55937647895695,155.6284777860809,145.7122870623634,152.2750907382208,159.37604677477097,159.1972836819769,162.4773977318389,151.93274024835998,154.1253685562748,156.50504506842125,159.20484166189067,170.98163159887903,166.6494486072059,150.89742894388885,156.1137927694682
30.0,154.03081192051002,182.70065269396162,155.18789519767398,169.16546415288988,165.65774743231736,148.94147975754763,156.97285838836913,150.8444822368439,151.4060306060581,141.69974327131794,152.39097206993966,148.4417427797013,141.5961232256365,159.68235706598105,157.5692418272794,156.90004848150022,152.01098554323696,153.29885495079247,157.75211375339825,161.14826132626027,170.17800750149195,168.3801342254442,154.220077816909,158.16354357497954
40.0,154.02683392863804,181.19918388854686,148.4612472979792,164.7913981206318,159.9936052835017,147.03715565398215,147.9421606167001,145.61801712882846,152.057682269329,140.89873492556964,154.1020221770894,150.458682358342,144.17391957614308,164.5598391933712,159.5994509933607,153.1977168419943,150.36279972910867,152.9841276280554,158.530596078053,162.01274978090157,164.2510896741241,155.59765515946117,155.45000472844183,159.39192511119978
50.0,151.84239560181194,184.20320808716363,151.10813711928978,168.54642386592383,157.89857316000996,148.3224800727026,148.9806892547881,147.21150684004618,148.73256555212174,137.8866983304662,158.38297578845666,148.22968614654548,146.57430700268498,163.16022463077135,154.85388592229572,152.61542564726932,148.1682874009601,153.47639485351408,158.10807917948952,162.20876282599664,171.60435470653735,160.60287575559386,154.2841503843707,163.7880392497223
60.0,150.85472942006243,179.12360357027833,155.2989813286901,166.67573244218005,153.2206559728364,143.7481532047408,145.49047294137202,145.71258549088964,147.05034941774622,133.39936015763962,154.82209870549704,149.9320768510127,147.5215988161434,163.09523282812958,158.58821177912495,150.3924435978186,146.0033178033214,155.76952718288072,154.56798009162657,163.33723350582736,175.32654625210805,159.66827711913822,151.35583659085168,156.82657014696477
70.0,149.8741575346622,183.11528290488306,154.77811293013508,165.57786324350099,151.45209365765015,148.16948429905304,140.64853600474066,144.6859866039524,142.31425919329783,137.80962501442443,152.50406835022363,147.48553453251327,145.38131978685504,157.63749763615616,162.5328438714817,150.49448570255308,144.60524701153136,151.3409334395918,154.7590065993388,167.28129630793805,171.41131633287867,158.45793531777645,153.42199113312668,157.5751129809438
80.0,150.42096878542853,179.7358605094599,154.2670218621153,165.27044538400602,149.61868547990454,145.77262225373767,139.25832657864913,148.2813943909891,144.73715788206675,138.17318024800787,153.20922168747592,148.89325414664194,149.45700153129258,164.8575036413027,166.4357605638918,152.09744866065554,146.89561063795418,155.0410671511742,157.59772934232302,168.39353720248263,171.55423613718568,160.87959916400914,153.38743530441002,160.2362870822666
90.0,153.27565421602893,180.56532432307782,155.6196769512297,167.22925638448422,151.86428472360078,152.06177031579844,145.38226874566348,153.46366974082633,147.4559844705533,140.8067375781862,146.82262169280312,149.95927146044016,146.3230079719999,164.15367483094013,160.7107196366128,154.92781138953842,139.07987548420957,153.56175007013934,159.60608911259456,165.6313447950375,167.44075736808782,163.0714236501232,155.69253423531222,157.34610629160184
100.0,152.08479449306367,173.33398155343224,150.44588092723876,157.87532463832036,150.6140639999266,141.71222053442511,136.93189092744555,146.73229786495995,150.23544644336565,137.56590182407183,148.39912086787686,149.67721620498565,145.33743685385008,162.69113705926853,163.26461001376444,155.3897201914284,140.85898760537117,151.7058752451757,163.31015581970848,160.09031613264432,164.87928120521542,154.48761499592618,152.58852296196673,152.24391875816374
110.0,151.89829073377226,172.21138870622403,150.87299493437416,166.8411659409568,150.0379941070389,142.91082414901936,143.60234963782406,143.84361878966357,146.0827765814749,136.1479942831088,149.42076784367163,149.65521778756815,144.66611096106112,159.41149958378026,162.38949455465087,149.77835314832478,140.26163673099904,148.05926645293297,166.18882331341217,154.93112268041418,170.5352381647023,163.04576064869906,153.65242430922876,157.7270407348631
